Type,Government,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,El Salvador,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,14.18773248,15.60446645,18.19245403,16.07243114,16.85851361,16.81079232,19.13297819,16.93484454,17.66497495,18.10939678,19.23838706,20.04675973,20.57233778,20.30838039,19.06024857,19.85687438,20.56903702,19.84498589,21.65935936,22.94238989,22.83639676,22.72213938,24.87445964,25.79441494,24.90675139,24.37789912,24.54617195,24.56152465,23.65794782,23.5210663,28.68642091,27.47989092
0,Equatorial Guinea,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,109.5332633,112.5066799,177.3566453,221.5863774,109.8235342,206.4291859,277.640964,587.1109212,249.1084307,502.4311975,135.7650112,19.31578855,13.38771439,33.37147898,17.59617923,22.19700194,12.8993198,10.98154769,13.75819205,10.68242598,14.07137272,18.07139962,19.67502447,19.86395009,39.79880548,30.93672071,27.21668508,34.92102846,28.92543892,31.13246321,41.18031019,27.40850569,19.64664347,18.69937588,15.93739645,14.5257189,11.62793391
0,Estonia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,39.1026453,38.2311443,35.42347834,38.50723431,40.31530967,36.08111283,34.74703989,35.6148483,34.80619641,33.84106522,33.52913225,33.27086218,33.57349678,39.24462949,45.66702472,40.18628189,37.33169437,39.13836763,38.35008392,37.69659466,39.46853747,39.36334083,39.2034281,39.24044922,39.36072852,44.7959547,41.25372238
0,Eswatini,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,15.2600884,18.5374378,17.35073348,16.19030082,16.11779523,17.84032019,17.40964892,15.62794508,15.52411723,14.50081427,17.08962198,18.47154627,23.43991672,21.86899944,22.31450898,18.86353119,21.35345957,19.59340864,20.89385534,24.35231665,23.49435119,24.08289799,24.63526789,24.08963918,29.15624707,27.16661109,26.08603603,28.81548737,31.5516329,32.20661886,29.53819843,23.67508521,25.42241949,27.18668767,30.80723809,32.960604,33.36912935,33.91491484,33.29189558,31.9483028,31.28676821,27.9408967
0,Ethiopia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,12.96360585,13.53826618,15.54460722,20.39702659,17.69055919,18.31883836,18.58933451,17.36270457,20.44068614,22.97458722,19.95982542,16.38103141,13.19518356,12.374192,15.24792049,15.64776448,17.08918079,16.29507185,19.5709609,25.06978994,23.92698937,20.86298964,23.37146822,25.39469212,21.91396196,21.94806497,21.27259899,19.82516909,18.30301917,16.73183143,18.07193155,17.85679459,16.34979543,17.41765317,17.12606079,16.91449748,17.45178566,17.53669124,15.57344945,14.85009054,14.06973709,13.24474479
0,Fiji,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,24.13572311,23.93837016,22.16574553,20.78918573,24.60464065,26.2671464,23.70886991,22.26933975,21.76213579,24.48311722,25.60688813,24.30930368,22.29714632,21.68344962,22.81678689,20.40485469,20.02860293,23.0562107,22.11146886,22.78937836,22.60545567,22.69523754,27.19084994,27.59980199,29.23499852,25.55851363,29.93925619,27.52556197,28.08759269,30.30907238
0,Finland,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,19.32963687,18.31466067,13.63870978,15.42175078,13.10792971,17.39520955,14.62931037,17.02907073,16.83009064,14.13917959,17.1527102,16.2343719,18.85208303,18.83432019,12.00233984,12.38011968,14.62221026,14.88616014,14.90627038,14.73891985,13.23169196,21.71974456,47.58806026,56.79283166,40.94681978,38.08417988,44.23782039,27.89651966,no data,no data,21.4146508,24.72968936,23.08959401,20.19326752,20.51529282,22.10177904,19.28714538,20.36031386,21.43438688,20.64389992,21.59861451,20.20625076,22.07403895,22.35330388,23.59392226,21.21498471,22.26968032,22.63159317,22.64682835,22.84981489,24.85791701,21.53168732,21.2954123,22.32202435,19.94195285,21.43695679,22.6626074,38,39.24,40.94,40.51,39.42,39.12,40.01,41.56,42.97,42.8,44.56,45.31,46.15,44.88,42.99,46.51,54.84,59.32,59.85,58.56,57.22,55.44,52.01,48.91,48.08,45.23,44.73,46.44,47.52,47.43,47.41,46.58,45.15,46.48,52.76,52.58,52.26264912,54.01344031,55.54201477,56.04286191,55.33174066,54.55686426,52.63167198,52.42566242,52.4656255,56.44636052,54.82020912
0,France,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,9.740600348,10.27783036,9.863579988,10.29619026,9.995749712,10.0637002,9.2880795,9.123450279,8.72919035,8.287729979,7.940419674,7.858580351,8.348989725,8.823849678,8.920050144,9.309430361,8.849739552,8.64236021,8.263359785,8.304929972,8.739259481,9.302469969,8.864509583,8.131920576,8.330560207,8.637639761,8.398179531,7.846949577,8.519480228,8.343889475,8.532509565,8.241460443,7.929500222,8.551369667,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,6.526649475,8.68378973,9.06444025,8.494820118,13.56783915,14.23002005,15.95707989,12.66286063,19.51326942,19.11168003,15.68799925,13.05546951,14.51994014,no data,no data,no data,no data,no data,no data,no data,no data,20.98368025,24.0511204,23.79813564,24.72189689,23.18622649,22.65599906,24.40814185,24.20261663,20.99382961,18.80927968,20.3004992,19.91665924,18.40563011,18.72660029,21.08682001,20.89100933,20.60134971,21.66394639,20.23945707,20.288212,20.68962967,20.50178951,21.87532938,20.60938835,19.80484045,19.46732557,19.1975596,19.21324402,19.27532971,21.15034193,20.88421017,20.51217276,43.68412125,43.79390848,44.75235856,46.84322095,48.13172948,48.03884077,48.90169978,49.36906886,48.73574114,48.24833846,47.69029021,46.4807682,46.93069983,47.9093492,49.033319,51.83372974,50.75109029,50.95424819,50.92703128,50.73335171,49.44905949,49.60834098,48.80936003,48.64438987,49.92090845,50.58032179,50.4922719,50.86784077,50.38018966,49.90426898,50.3527391,54.29983139,54.184582,53.5844642,54.48931542,54.91937659,55.05327326,54.80483363,54.84674341,54.77368079,53.93761959,53.9038043,60.14136883,57.66460543
0,Gabon,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,17.36126818,19.41647551,20.56791535,20.31656792,17.60259601,17.07044867,16.22705596,23.80628111,38.34315957,19.08850467,14.77894227,19.57805975,21.63510592,17.50261371,17.19376444,18.17867797,18.93837175,17.39618204,17.28189057,21.16589719,21.72954037,20.63893506,22.8805047,33.11921106,22.13970563,20.22709637,19.52331152,15.58742971,14.68242152,15.13256745,16.43897194,13.83309428
0,Georgia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,13.48891912,16.95426516,19.63657091,16.28210921,17.10977091,14.18329924,15.10967026,14.070929,14.16804643,17.45752876,20.60297318,21.92610555,27.09214181,31.15937846,33.90933295,30.48268405,26.66232377,27.48510853,26.27339861,27.24542804,26.5078598,27.24810651,26.4142802,26.02006543,27.70673036,32.90646236,30.11621222
0,Germany,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,9.354145408,10.02699041,11.22006035,11.0648402,11.11500049,11.50643039,11.97649026,13.2002902,13.4976598,13.63644028,14.49238968,14.89239061,14.92915964,14.22591007,15.07786036,14.40828025,14.99969959,15.08658051,16.2113601,15.37689066,16.3425504,17.25877035,17.70608032,16.96170962,15.28044927,14.93708944,15.72505939,16.29564905,16.83519065,18.45477939,17.69585013,17.16210997,16.12767994,36.14326978,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,12.19392097,14.06588463,12.54016234,13.91956694,13.9925594,15.99125516,12.25616217,12.07380369,10.12258005,11.83769357,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,26.97791681,29.93839438,30.12003046,30.17536083,29.99050486,29.57598424,29.20894358,28.30819523,28.63775143,28.90520817,22.485966,27.98330164,28.44941384,28.08484042,27.9995805,27.33500028,27.13761044,27.40356004,26.82522964,28.17356026,38.51397526,39.94404286,40.74469948,41.24594831,44.74368131,48.88567972,47.79683971,47.40744114,46.14779949,45.64983964,46.11657953,46.50207996,46.23347998,44.91062164,44.16506934,43.56433845,42.88754177,43.23973846,42.86296916,41.58693957,42.0354712,43.56380963,44.0360806,44.94487882,44.64373159,51.35462165,45.56690168,44.83215952,44.62882018,45.05701852,41.89700007,44.52208805,44.98359084,45.44489884,44.19863915,44.06719184,42.4889214,40.69382024,41.28265023,45.40995884,45.37591815,42.7443235,42.60578951,43.11362868,42.69277148,42.74639975,43.16456867,43.13997478,43.39419691,44.20230561,49.77659209,50.67575484
0,Ghana,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,12.29423013,15.01060387,15.21824932,13.66130847,8.468071043,10.68945712,12.13191497,10.36707056,11.33500153,10.91865772,10.4866001,8.396680236,8.645978928,12.36238992,11.9456073,9.515280604,5.761686862,8.245291233,7.067165085,5.203828534,3.744446835,3.106933183,4.324369176,5.747580575,6.913062127,7.308478845,7.360027206,7.259450218,6.528491438,6.932892304,9.111558718,11.61440147,11.89296355,12.05316371,11.06846926,10.16244993,9.689115078,9.552241457,9.647751283,12.13902357,9.456744756,10.30337565,12.82734589,12.230401,13.89891304,16.60617227,16.01502931,15.39622322,17.55884474,17.54685545,19.37210386,18.03211049,16.50408972,13.67833878,14.64046762,12.41773555,15.45502131,15.60312862,22.06080991,18.38001063
0,Greece,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,19.78154087,19.59037018,9.475679874,12.01126051,15.74281931,17.69014025,16.42952967,15.37853909,13.70621061,23.85869074,20.32661009,15.33595991,13.32009983,9.448910236,12.58712053,11.69917035,12.95509005,19.24793005,46.84012127,12.64529037,13.86130047,13.29571009,14.51898098,12.66459036,12.49755096,12.21912909,13.29068089,13.42986012,14.50558949,13.9457407,15.33170938,15.73801947,16.57388973,15.12628007,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,13.44336081,15.93996,36.7808404,21.65607977,25.35229969,19.10524058,15.18800068,15.00568962,16.6398201,16.40335941,15.29275942,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,21.49809761,24.2375716,27.01045461,26.81118938,25.54159063,17.55596612,19.91042629,19.83298125,29.07616994,19.18972266,20.45895658,19.14813475,19.59782475,18.94289932,19.17635578,18.86416662,19.64237714,21.0274151,22.25425231,23.9423514,25.63763839,28.96756893,24.32527959,24.95296305,25.97086984,23.45482576,24.1421603,27.46394038,27.70994925,28.88615942,28.66456091,22.33906899,22.3641142,25.26114085,26.37704338,26.99853074,27.98235661,29.61409028,28.83254741,27.85810294,28.41737585,29.44266432,31.16102591,28.62073466,28.69477235,29.75517747,27.13860581,35.60506724,35.12156448,35.67748628,37.76870683,38.90019599,39.91003534,40.0384335,40.5702052,42.04942614,43.19405254,41.21511837,41.04590231,42.93249311,46.42172471,49.46163971,46.86289732,47.4477148,48.35147918,47.88363612,46.74163263,47.60020185,46.72500914,45.34998732,45.11132893,44.79345157,56.92933961,54.41010775
0,Grenada,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,26.25620946,24.38027215,19.7295774,21.05014238,22.83874616,21.66623248,24.50912896,24.73971707,24.07927305,22.66626711,23.97355995,27.63975946,32.32789343,25.22928861,21.08404007,25.00460996,30.92401115,26.03318084,26.22426599,25.32497226,25.64656519,25.86750002,22.8075016,24.3185404,25.15254827,21.92073108,20.6564206,19.9248893,20.3614013,19.79179593,24.94745246,29.65635149
0,Guatemala,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,8.71550739,8.68524919,10.39738148,12.00522009,13.18847756,12.28043545,12.28300752,11.82392987,13.13089633,11.55410416,11.88623452,12.83025904,12.45820353,11.9375535,12.68913879,12.99082397,13.00535645,12.61037708,12.41644069,12.12435831,10.98151179,11.02707734,11.2575181,11.64867152,11.81003196,13.88014198,11.80666084
0,Guinea,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,16.77388524,14.60935737,12.67901743,12.34459197,11.48772918,11.66592741,11.00452001,11.54268039,9.559376934,10.50258097,11.38434299,13.79576689,13.23795041,13.15465801,11.01885739,9.004187327,10.74631811,7.107189068,8.368044205,14.82184942,19.11720412,14.57249424,18.73573901,17.78662207,19.23989507,20.87828896,15.04041432,16.43551008,15.21165434,14.51105819,16.27612239,14.81793951
